street,from,to,distance_km,travel_time_min,congestion_level
Rua das Margaridas,Intersection_127,Intersection_25,0.73,9.93,0.17
Rua dos Cedros,Intersection_44,Intersection_38,3.81,15.87,0.21
Rua do Campo,Intersection_67,Intersection_54,1.73,9.82,0.34
Rua do Campo,Intersection_84,Intersection_129,2.89,6.24,0.46
Rua das Oliveiras,Intersection_1,Intersection_101,1.96,28.54,0.7
Rua das Orquideas,Intersection_31,Intersection_147,4.17,25.65,0.98
Rua das Margaridas,Intersection_89,Intersection_15,3.25,9.64,0.73
Rua dos Ipes,Intersection_92,Intersection_57,4.03,18.69,0.45
Rua do Campo,Intersection_46,Intersection_81,1.45,2.92,0.74
Rua das Palmeiras,Intersection_112,Intersection_155,1.11,27.17,0.53
Rua da Colina,Intersection_81,Intersection_12,1.98,25.36,0.41
Rua da Aurora,Intersection_90,Intersection_9,3.72,19.75,0.15
Rua das Violetas,Intersection_22,Intersection_12,3.13,13.58,0.57
Rua do Sol,Intersection_97,Intersection_16,3.76,10.25,0.46
Rua dos Pinheiros,Intersection_16,Intersection_124,2.89,23.31,0.82
Rua dos Girassois,Intersection_155,Intersection_70,4.77,12.7,0.71
Rua dos Lirios,Intersection_70,Intersection_140,2.92,3.47,0.39
Rua dos Passaros,Intersection_42,Intersection_102,3.09,13.01,0.58
Rua das Laranjeiras,Intersection_88,Intersection_147,3.62,21.05,0.39
Rua das Violetas,Intersection_27,Intersection_57,1.71,5.01,0.81
Rua da Lua,Intersection_75,Intersection_1,2.17,23.16,0.82
Rua do Sol,Intersection_74,Intersection_132,4.5,12.12,0.89
Rua dos Passaros,Intersection_40,Intersection_138,3.9,15.81,0.62
Rua das Flores,Intersection_102,Intersection_14,1.84,28.48,0.89
Rua das Palmeiras,Intersection_58,Intersection_98,2.48,2.9,0.65
Rua das Rosas,Intersection_42,Intersection_47,4.18,17.34,0.24
Rua da Colina,Intersection_113,Intersection_37,0.62,22.92,0.43
Rua dos Pinheiros,Intersection_154,Intersection_108,1.13,27.23,0.23
Rua do Sol,Intersection_0,Intersection_68,1.81,8.1,0.27
Rua da Montanha,Intersection_9,Intersection_149,4.89,26.75,0.37
Rua dos Jacarandas,Intersection_57,Intersection_9,3.63,10.5,0.43
Rua dos Pinheiros,Intersection_68,Intersection_32,4.08,28.02,0.2
Rua das Orquideas,Intersection_89,Intersection_134,0.74,29.18,0.21
Rua das Orquideas,Intersection_124,Intersection_89,1.4,11.34,0.11
Rua dos Cravos,Intersection_94,Intersection_101,4.16,14.79,0.49
Rua das Laranjeiras,Intersection_65,Intersection_136,0.69,1.94,0.46
Rua da Cascata,Intersection_40,Intersection_94,4.93,25.87,0.2
Rua das Nuvens,Intersection_101,Intersection_83,1.85,16.95,0.94
Rua das Orquideas,Intersection_48,Intersection_106,1.88,17.56,0.89
Rua das Acacias,Intersection_112,Intersection_76,3.72,1.37,0.65
Rua da Montanha,Intersection_128,Intersection_64,1.25,8.84,0.8
Rua das Orquideas,Intersection_8,Intersection_104,0.98,11.47,0.51
Rua do Campo,Intersection_104,Intersection_135,1.29,16.23,0.52
Rua das Oliveiras,Intersection_24,Intersection_114,0.61,16.71,0.54
Rua dos Ipes,Intersection_155,Intersection_138,0.68,26.75,0.94
Rua da Cascata,Intersection_114,Intersection_78,0.83,8.95,0.43
Rua da Lua,Intersection_41,Intersection_157,3.62,19.26,0.13
Rua das Laranjeiras,Intersection_137,Intersection_53,1.53,3.72,0.21
Rua das Nuvens,Intersection_39,Intersection_146,1.61,28.16,0.31
Rua dos Cedros,Intersection_100,Intersection_20,4.23,12.23,0.86
Rua das Orquideas,Intersection_3,Intersection_97,0.83,20.27,0.45
Rua das Laranjeiras,Intersection_11,Intersection_50,3.23,2.58,0.28
Rua das Palmeiras,Intersection_40,Intersection_136,3.31,17.54,0.68
Rua das Aguas,Intersection_120,Intersection_38,0.53,1.77,0.86
Rua das Violetas,Intersection_11,Intersection_108,3.16,25.21,0.18
Rua das Orquideas,Intersection_57,Intersection_137,4.0,17.42,0.74
Rua das Rosas,Intersection_16,Intersection_99,4.51,29.67,0.15
Rua dos Girassois,Intersection_68,Intersection_108,0.82,3.35,0.35
Rua da Lua,Intersection_104,Intersection_18,4.33,13.16,0.83
Rua dos Passaros,Intersection_30,Intersection_6,4.34,4.47,0.54
Rua das Palmeiras,Intersection_25,Intersection_116,4.77,7.92,0.15
Rua da Aurora,Intersection_122,Intersection_63,3.86,17.79,0.33
Rua das Oliveiras,Intersection_120,Intersection_5,3.54,13.46,0.34
Rua dos Lirios,Intersection_35,Intersection_114,1.02,26.53,0.38
Rua da Aurora,Intersection_138,Intersection_59,1.96,14.76,0.82
Rua das Violetas,Intersection_136,Intersection_28,0.83,22.06,0.56
Rua da Montanha,Intersection_101,Intersection_54,1.05,29.06,0.88
Rua da Aurora,Intersection_91,Intersection_99,3.26,29.66,0.45
Rua das Flores,Intersection_68,Intersection_151,0.87,3.7,0.81
Rua das Laranjeiras,Intersection_88,Intersection_138,3.27,29.48,0.51
Rua das Laranjeiras,Intersection_117,Intersection_116,2.17,29.4,0.31
Rua das Violetas,Intersection_130,Intersection_102,1.71,9.42,0.13
Rua dos Pinheiros,Intersection_155,Intersection_12,1.43,5.8,0.81
Rua das Orquideas,Intersection_110,Intersection_134,3.94,2.34,0.41
Rua da Cascata,Intersection_61,Intersection_100,3.18,24.93,0.88
Rua dos Lirios,Intersection_119,Intersection_113,3.85,22.23,0.22
Rua dos Jacarandas,Intersection_115,Intersection_99,4.16,14.29,0.2
Rua da Lua,Intersection_44,Intersection_36,4.01,18.24,0.23
Rua das Margaridas,Intersection_2,Intersection_113,4.02,3.51,0.51
Rua da Montanha,Intersection_100,Intersection_157,3.59,15.92,0.53
Rua dos Lirios,Intersection_79,Intersection_69,1.51,6.81,0.17
Rua dos Jacarandas,Intersection_132,Intersection_67,2.16,23.29,0.11
Rua das Aguas,Intersection_76,Intersection_106,1.02,27.16,0.38
Rua dos Cravos,Intersection_111,Intersection_63,2.32,12.13,0.78
Rua da Cascata,Intersection_69,Intersection_29,0.63,27.38,0.26
Rua da Colina,Intersection_129,Intersection_134,1.08,23.79,0.14
Rua das Oliveiras,Intersection_75,Intersection_127,2.29,28.3,0.92
Rua das Oliveiras,Intersection_39,Intersection_157,1.83,12.05,0.49
Rua das Rosas,Intersection_86,Intersection_74,2.82,17.37,0.13
Rua da Cascata,Intersection_125,Intersection_103,1.67,15.6,0.23
Rua das Margaridas,Intersection_141,Intersection_139,1.23,2.3,0.2
Rua dos Pinheiros,Intersection_61,Intersection_135,3.86,9.32,0.44
Rua dos Cravos,Intersection_28,Intersection_15,3.35,3.01,0.73
Rua dos Ipes,Intersection_28,Intersection_54,2.85,10.52,0.51
Rua das Palmeiras,Intersection_28,Intersection_94,3.26,2.66,0.42
Rua da Montanha,Intersection_65,Intersection_68,4.79,20.76,0.82
Rua dos Girassois,Intersection_68,Intersection_107,1.77,28.5,0.82
Rua das Laranjeiras,Intersection_94,Intersection_59,3.68,13.2,0.74
Rua do Sol,Intersection_12,Intersection_46,1.39,17.3,0.43
Rua das Acacias,Intersection_123,Intersection_48,4.08,13.94,0.18
Rua dos Passaros,Intersection_1,Intersection_99,3.16,27.29,0.85
Rua das Orquideas,Intersection_136,Intersection_58,3.0,19.14,0.51
Rua dos Girassois,Intersection_86,Intersection_58,3.82,18.79,0.67
Rua dos Passaros,Intersection_22,Intersection_1,2.15,20.37,0.87
Rua das Laranjeiras,Intersection_136,Intersection_114,2.83,7.68,0.39
Rua das Margaridas,Intersection_114,Intersection_24,4.56,9.05,0.88
Rua das Rosas,Intersection_101,Intersection_34,1.14,21.65,0.4
Rua dos Cravos,Intersection_58,Intersection_24,0.89,5.14,0.78
Rua do Campo,Intersection_16,Intersection_117,0.51,26.92,0.16
Rua dos Ipes,Intersection_79,Intersection_133,2.46,26.73,0.94
Rua das Oliveiras,Intersection_42,Intersection_95,2.62,18.0,0.36
Rua da Montanha,Intersection_44,Intersection_15,2.91,19.63,0.97
Rua das Aguas,Intersection_9,Intersection_103,4.17,27.56,0.48
Rua das Palmeiras,Intersection_97,Intersection_53,2.26,15.61,0.48
Rua das Nuvens,Intersection_141,Intersection_120,4.53,19.06,0.38
Rua dos Pinheiros,Intersection_45,Intersection_155,2.69,1.77,0.17
Rua dos Ipes,Intersection_62,Intersection_150,4.28,13.01,0.99
Rua da Cascata,Intersection_25,Intersection_56,1.95,25.62,0.6
Rua da Lua,Intersection_60,Intersection_54,1.01,14.27,0.55
Rua dos Jacarandas,Intersection_102,Intersection_122,4.25,28.96,0.24
Rua das Margaridas,Intersection_107,Intersection_27,4.89,25.33,0.56
Rua dos Lirios,Intersection_41,Intersection_48,4.18,28.8,0.87
Rua da Aurora,Intersection_153,Intersection_135,2.1,12.06,0.41
Rua da Cascata,Intersection_136,Intersection_57,3.87,20.06,0.8
Rua dos Lirios,Intersection_4,Intersection_38,3.27,21.74,0.18
Rua das Aguas,Intersection_50,Intersection_127,1.53,23.93,0.49
Rua dos Jacarandas,Intersection_97,Intersection_123,1.78,16.81,0.53
Rua dos Lirios,Intersection_94,Intersection_93,0.52,22.24,0.94
Rua do Sol,Intersection_33,Intersection_52,1.8,13.43,0.45
Rua da Montanha,Intersection_103,Intersection_140,4.18,23.29,0.99
Rua do Campo,Intersection_19,Intersection_58,1.56,28.86,0.98
Rua das Palmeiras,Intersection_137,Intersection_138,2.89,22.94,0.23
Rua da Aurora,Intersection_17,Intersection_11,3.86,13.09,0.22
Rua da Cascata,Intersection_52,Intersection_152,1.24,24.52,0.8
Rua dos Lirios,Intersection_149,Intersection_123,0.56,16.35,0.6
Rua dos Cedros,Intersection_88,Intersection_128,0.98,6.64,0.69
Rua dos Ipes,Intersection_31,Intersection_40,3.78,27.39,0.79
Rua dos Lirios,Intersection_104,Intersection_51,2.46,21.43,0.42
Rua dos Passaros,Intersection_139,Intersection_7,4.3,5.22,0.12
Rua da Montanha,Intersection_58,Intersection_78,2.51,1.8,0.42
Rua dos Lirios,Intersection_128,Intersection_72,3.24,28.56,0.83
Rua dos Ipes,Intersection_81,Intersection_46,2.9,19.07,0.11
Rua dos Pinheiros,Intersection_36,Intersection_28,0.79,4.98,0.99
Rua dos Jacarandas,Intersection_35,Intersection_102,2.95,24.56,0.43
Rua das Nuvens,Intersection_4,Intersection_41,1.97,11.15,0.46
Rua da Aurora,Intersection_89,Intersection_11,2.29,10.74,0.86
Rua das Orquideas,Intersection_89,Intersection_157,4.93,14.91,0.57
Rua das Orquideas,Intersection_128,Intersection_34,2.49,8.5,0.63
Rua das Acacias,Intersection_142,Intersection_90,3.57,15.66,0.1
Rua das Orquideas,Intersection_150,Intersection_85,4.37,8.92,1.0
Rua dos Cedros,Intersection_27,Intersection_82,2.06,15.86,0.13
Rua dos Lirios,Intersection_68,Intersection_67,2.6,5.68,0.3
Rua dos Passaros,Intersection_73,Intersection_144,1.49,5.67,0.6
Rua das Violetas,Intersection_122,Intersection_35,1.41,18.02,0.29
Rua das Flores,Intersection_43,Intersection_9,0.61,15.49,0.45
Rua da Lua,Intersection_5,Intersection_104,1.23,21.14,0.8
Rua dos Ipes,Intersection_59,Intersection_38,3.6,25.35,0.35
Rua das Orquideas,Intersection_68,Intersection_8,4.8,5.46,1.0
Rua das Oliveiras,Intersection_140,Intersection_113,3.58,10.2,0.43
Rua dos Cedros,Intersection_71,Intersection_91,2.12,3.48,0.91
Rua do Campo,Intersection_19,Intersection_134,2.58,7.24,0.84
Rua das Violetas,Intersection_128,Intersection_46,4.4,1.93,0.47
Rua do Campo,Intersection_32,Intersection_145,4.36,26.61,0.96
Rua dos Lirios,Intersection_111,Intersection_16,3.12,24.5,0.59
Rua das Violetas,Intersection_9,Intersection_87,1.8,27.59,0.2
Rua das Laranjeiras,Intersection_37,Intersection_145,3.34,20.76,0.67
Rua das Violetas,Intersection_117,Intersection_22,0.82,25.29,0.88
Rua das Oliveiras,Intersection_16,Intersection_102,2.59,19.71,0.14
Rua dos Cedros,Intersection_68,Intersection_86,3.13,25.34,0.12
Rua das Flores,Intersection_59,Intersection_100,3.47,7.2,0.84
Rua da Colina,Intersection_64,Intersection_86,4.4,4.14,0.94
Rua do Sol,Intersection_132,Intersection_142,4.07,23.26,0.86
Rua das Oliveiras,Intersection_91,Intersection_98,3.99,12.78,0.75
Rua dos Lirios,Intersection_19,Intersection_98,1.79,20.86,0.41
Rua da Lua,Intersection_25,Intersection_31,3.55,21.99,0.43
Rua das Acacias,Intersection_132,Intersection_21,4.09,4.07,0.36
Rua da Lua,Intersection_47,Intersection_116,1.9,4.25,0.54
Rua das Flores,Intersection_106,Intersection_15,4.23,27.12,0.55
Rua dos Girassois,Intersection_3,Intersection_153,4.81,25.78,0.23
Rua das Palmeiras,Intersection_83,Intersection_121,1.32,9.87,0.21
Rua do Sol,Intersection_146,Intersection_112,3.44,29.87,0.18
Rua da Colina,Intersection_25,Intersection_9,4.38,11.34,0.4
Rua das Palmeiras,Intersection_23,Intersection_106,1.15,13.95,0.25
Rua do Sol,Intersection_144,Intersection_117,3.64,20.67,0.37
Rua das Orquideas,Intersection_143,Intersection_72,3.93,11.65,0.68
Rua dos Ipes,Intersection_75,Intersection_150,1.63,13.39,0.2
Rua dos Lirios,Intersection_59,Intersection_148,2.95,3.5,0.33
Rua dos Cravos,Intersection_147,Intersection_78,3.98,20.28,0.81
Rua das Margaridas,Intersection_33,Intersection_63,2.49,12.7,0.24
Rua das Oliveiras,Intersection_32,Intersection_111,1.3,21.66,0.42
Rua das Orquideas,Intersection_76,Intersection_116,4.5,15.17,0.7
Rua das Margaridas,Intersection_81,Intersection_122,4.49,3.12,1.0
Rua da Montanha,Intersection_141,Intersection_104,2.35,25.91,0.41
Rua da Montanha,Intersection_75,Intersection_110,1.7,17.3,0.52
Rua das Palmeiras,Intersection_96,Intersection_131,4.24,3.99,0.17
Rua dos Girassois,Intersection_87,Intersection_40,4.79,17.48,0.94
Rua dos Lirios,Intersection_20,Intersection_11,3.08,11.52,0.81
Rua dos Girassois,Intersection_9,Intersection_0,2.89,6.31,0.83
Rua das Palmeiras,Intersection_149,Intersection_123,3.12,27.88,0.27
Rua do Campo,Intersection_78,Intersection_84,4.77,29.48,0.34
Rua das Rosas,Intersection_120,Intersection_29,2.98,1.54,0.57
Rua das Flores,Intersection_70,Intersection_134,0.74,22.98,0.84
Rua da Aurora,Intersection_50,Intersection_42,1.24,23.38,0.21
Rua das Margaridas,Intersection_85,Intersection_86,0.89,9.69,1.0
Rua do Sol,Intersection_16,Intersection_22,3.56,15.23,0.3
Rua do Campo,Intersection_139,Intersection_95,4.55,28.26,0.12
Rua da Aurora,Intersection_103,Intersection_143,4.09,18.41,0.24
Rua do Sol,Intersection_33,Intersection_92,3.1,15.25,0.66
Rua das Oliveiras,Intersection_127,Intersection_47,1.24,26.01,0.42
Rua das Palmeiras,Intersection_12,Intersection_115,3.52,4.8,0.87
Rua das Margaridas,Intersection_63,Intersection_73,2.5,13.17,0.66
Rua da Cascata,Intersection_11,Intersection_156,3.89,21.88,0.93
Rua dos Girassois,Intersection_74,Intersection_46,2.69,7.13,0.91
Rua do Sol,Intersection_74,Intersection_48,3.75,1.19,0.53
Rua das Laranjeiras,Intersection_107,Intersection_52,1.2,13.85,0.52
Rua dos Passaros,Intersection_10,Intersection_55,3.46,18.11,0.2
Rua dos Lirios,Intersection_157,Intersection_82,3.82,10.01,0.45
Rua das Oliveiras,Intersection_12,Intersection_124,3.53,22.21,0.51
Rua dos Girassois,Intersection_4,Intersection_5,1.7,9.64,0.45
Rua das Nuvens,Intersection_150,Intersection_129,4.44,12.42,0.54
Rua dos Cedros,Intersection_29,Intersection_93,0.75,9.96,0.97
Rua da Aurora,Intersection_60,Intersection_73,0.82,17.94,0.18
Rua da Aurora,Intersection_99,Intersection_94,2.01,7.19,0.75
Rua dos Passaros,Intersection_9,Intersection_156,0.99,18.13,0.25
Rua dos Pinheiros,Intersection_44,Intersection_111,4.8,2.0,0.81
Rua da Aurora,Intersection_24,Intersection_152,3.59,8.65,0.77
Rua dos Jacarandas,Intersection_98,Intersection_59,0.71,26.77,0.81
Rua da Montanha,Intersection_87,Intersection_63,1.04,24.02,0.24
Rua das Nuvens,Intersection_83,Intersection_0,4.99,7.1,0.38
Rua das Acacias,Intersection_27,Intersection_154,2.23,21.6,0.67
Rua das Violetas,Intersection_150,Intersection_8,0.91,19.98,0.42
Rua das Margaridas,Intersection_113,Intersection_132,2.81,12.39,0.3
Rua das Aguas,Intersection_147,Intersection_17,3.52,25.3,0.33
Rua da Lua,Intersection_24,Intersection_143,0.76,16.35,0.6
Rua dos Pinheiros,Intersection_124,Intersection_118,4.39,5.89,0.27
Rua dos Cedros,Intersection_102,Intersection_64,4.15,23.4,0.4
Rua das Palmeiras,Intersection_50,Intersection_131,1.92,13.42,0.97
Rua das Margaridas,Intersection_79,Intersection_40,3.03,5.55,0.49
Rua da Lua,Intersection_52,Intersection_148,4.2,4.13,0.71
Rua dos Lirios,Intersection_115,Intersection_41,4.39,28.78,0.15
Rua da Colina,Intersection_12,Intersection_21,1.14,29.99,0.98
Rua das Rosas,Intersection_25,Intersection_7,0.71,5.14,0.78
Rua da Montanha,Intersection_18,Intersection_96,3.59,17.0,0.76
Rua das Acacias,Intersection_108,Intersection_95,0.7,24.72,0.36
Rua dos Pinheiros,Intersection_16,Intersection_3,1.26,1.8,0.25
Rua dos Cravos,Intersection_151,Intersection_58,4.73,14.77,0.29
Rua das Aguas,Intersection_42,Intersection_155,3.92,5.11,0.24
Rua das Orquideas,Intersection_102,Intersection_59,1.21,16.49,0.9
Rua da Cascata,Intersection_69,Intersection_47,0.94,22.94,0.63
Rua dos Cedros,Intersection_106,Intersection_127,1.28,21.35,0.43
Rua da Colina,Intersection_96,Intersection_110,3.15,25.94,0.82
Rua da Lua,Intersection_90,Intersection_125,2.8,24.8,0.92
Rua das Acacias,Intersection_7,Intersection_46,1.02,29.54,0.75
Rua das Nuvens,Intersection_118,Intersection_149,4.02,24.76,0.56
Rua das Margaridas,Intersection_49,Intersection_41,4.65,11.87,0.11
Rua dos Ipes,Intersection_35,Intersection_22,1.46,11.62,0.38
Rua das Flores,Intersection_66,Intersection_18,1.13,20.76,0.49
Rua da Montanha,Intersection_37,Intersection_141,4.16,21.43,0.52
Rua dos Jacarandas,Intersection_95,Intersection_156,2.14,8.04,0.63
Rua dos Pinheiros,Intersection_142,Intersection_75,1.65,1.2,0.32
Rua da Colina,Intersection_46,Intersection_26,2.13,19.95,0.36
Rua dos Girassois,Intersection_140,Intersection_20,2.75,29.87,0.6
Rua da Montanha,Intersection_14,Intersection_148,3.14,10.2,0.4
Rua dos Girassois,Intersection_88,Intersection_55,2.52,19.57,0.46
Rua dos Ipes,Intersection_90,Intersection_130,0.54,20.05,0.4
Rua dos Lirios,Intersection_111,Intersection_106,4.4,16.43,0.94
Rua da Cascata,Intersection_71,Intersection_99,3.16,12.27,0.85
Rua das Aguas,Intersection_49,Intersection_22,0.84,16.98,0.35
Rua das Laranjeiras,Intersection_134,Intersection_112,2.17,1.14,0.81
Rua das Oliveiras,Intersection_153,Intersection_141,1.39,23.71,0.24
Rua da Montanha,Intersection_114,Intersection_139,1.66,2.27,0.93
Rua da Montanha,Intersection_147,Intersection_90,4.69,6.34,0.22
Rua do Sol,Intersection_3,Intersection_37,4.08,14.18,0.92
Rua das Violetas,Intersection_129,Intersection_51,0.97,16.45,0.37
Rua das Nuvens,Intersection_140,Intersection_73,3.44,18.83,0.19
Rua das Margaridas,Intersection_86,Intersection_17,1.7,11.17,0.68
Rua do Campo,Intersection_64,Intersection_131,2.52,15.63,0.59
Rua dos Cravos,Intersection_49,Intersection_131,4.01,22.27,0.16
Rua da Aurora,Intersection_46,Intersection_74,3.79,16.96,0.59
Rua da Colina,Intersection_46,Intersection_64,3.79,24.79,0.55
Rua dos Ipes,Intersection_102,Intersection_15,4.83,18.38,0.99
Rua das Laranjeiras,Intersection_35,Intersection_44,0.93,28.01,0.91
Rua do Campo,Intersection_40,Intersection_157,2.71,13.34,0.28
Rua dos Lirios,Intersection_103,Intersection_35,0.64,15.37,0.51
Rua das Laranjeiras,Intersection_21,Intersection_1,1.41,22.95,0.38
Rua dos Passaros,Intersection_90,Intersection_55,1.63,18.54,0.65
Rua da Montanha,Intersection_103,Intersection_3,2.78,14.57,0.93
Rua da Montanha,Intersection_143,Intersection_114,3.46,29.73,0.41
Rua da Lua,Intersection_96,Intersection_28,4.08,17.38,0.57
Rua dos Pinheiros,Intersection_135,Intersection_136,3.67,8.96,0.49
Rua dos Cedros,Intersection_105,Intersection_3,1.72,14.48,0.82
Rua das Flores,Intersection_130,Intersection_155,1.99,6.09,0.98
Rua das Margaridas,Intersection_56,Intersection_16,4.38,14.9,0.17
Rua do Sol,Intersection_124,Intersection_5,4.0,21.62,0.84
Rua das Aguas,Intersection_19,Intersection_8,2.44,29.78,0.37
Rua das Rosas,Intersection_6,Intersection_32,1.53,1.36,0.75
Rua dos Jacarandas,Intersection_56,Intersection_96,2.85,7.04,0.31
Rua da Montanha,Intersection_60,Intersection_114,4.74,2.4,0.65
Rua dos Lirios,Intersection_113,Intersection_23,0.52,4.59,0.31
Rua do Campo,Intersection_112,Intersection_23,0.81,13.9,0.44
Rua das Oliveiras,Intersection_34,Intersection_53,0.74,5.37,0.81
Rua das Orquideas,Intersection_50,Intersection_157,1.79,28.5,0.75
Rua das Nuvens,Intersection_110,Intersection_7,4.55,9.04,0.56
Rua das Flores,Intersection_32,Intersection_0,2.43,11.14,0.34
Rua da Aurora,Intersection_120,Intersection_84,0.52,8.49,0.42
Rua dos Pinheiros,Intersection_107,Intersection_2,4.64,1.08,0.57
Rua do Campo,Intersection_37,Intersection_81,0.97,2.33,0.82
Rua das Violetas,Intersection_82,Intersection_66,4.91,24.73,0.5
Rua das Rosas,Intersection_73,Intersection_137,2.23,14.87,0.15
Rua das Palmeiras,Intersection_80,Intersection_126,1.13,18.48,0.17
Rua da Cascata,Intersection_129,Intersection_67,4.24,28.19,0.67
Rua das Violetas,Intersection_109,Intersection_79,3.75,10.76,0.62
Rua das Acacias,Intersection_150,Intersection_72,1.11,2.24,0.21
Rua dos Girassois,Intersection_76,Intersection_143,1.08,20.03,0.3
Rua da Aurora,Intersection_95,Intersection_37,1.46,6.63,0.21
