Street,From,To,Distance_km,Travel_time_min,Congestion_level
Rua da Aurora,31,114,0.82,17.94,0.18
Rua da Aurora,41,37,2.01,7.19,0.75
Rua dos Passaros,143,126,0.99,18.13,0.25
Rua dos Pinheiros,74,1,4.8,2.0,0.81
Rua da Aurora,91,34,3.59,8.65,0.77
Rua dos Jacarandas,21,129,0.71,26.77,0.81
Rua da Montanha,118,101,1.04,24.02,0.24
Rua das Nuvens,92,22,4.99,7.1,0.38
Rua das Acacias,105,36,2.23,21.6,0.67
Rua das Violetas,62,66,0.91,19.98,0.42
Rua das Margaridas,80,9,2.81,12.39,0.3
Rua das Aguas,83,135,3.52,25.3,0.33
Rua da Lua,91,97,0.76,16.35,0.6
Rua dos Pinheiros,67,64,4.39,5.89,0.27
Rua dos Cedros,138,90,4.15,23.4,0.4
Rua das Palmeiras,111,75,1.92,13.42,0.97
Rua das Margaridas,2,23,3.03,5.55,0.49
Rua da Lua,130,125,4.2,4.13,0.71
Rua dos Lirios,52,151,4.39,28.78,0.15
Rua da Colina,15,13,1.14,29.99,0.98
Rua das Rosas,29,60,0.71,5.14,0.78
Rua da Montanha,50,119,3.59,17.0,0.76
Rua das Acacias,81,116,0.7,24.72,0.36
Rua dos Pinheiros,115,65,1.26,1.8,0.25
Rua dos Cravos,123,10,4.73,14.77,0.29
Rua das Aguas,128,53,3.92,5.11,0.24
Rua das Orquideas,138,129,1.21,16.49,0.9
Rua da Cascata,89,102,0.94,22.94,0.63
Rua dos Cedros,73,136,1.28,21.35,0.43
Rua da Colina,119,98,3.15,25.94,0.82
Rua da Lua,43,93,2.8,24.8,0.92
Rua das Acacias,60,99,1.02,29.54,0.75
Rua das Nuvens,64,152,4.02,24.76,0.56
Rua das Margaridas,16,151,4.65,11.87,0.11
Rua dos Ipes,58,27,1.46,11.62,0.38
Rua das Flores,94,50,1.13,20.76,0.49
Rua da Montanha,68,87,4.16,21.43,0.52
Rua dos Jacarandas,116,126,2.14,8.04,0.63
Rua dos Pinheiros,76,108,1.65,1.2,0.32
Rua da Colina,99,106,2.13,19.95,0.36
Rua dos Girassois,77,39,2.75,29.87,0.6
Rua da Montanha,5,125,3.14,10.2,0.4
Rua dos Girassois,12,145,2.52,19.57,0.46
Rua dos Ipes,43,32,0.54,20.05,0.4
Rua dos Lirios,1,73,4.4,16.43,0.94
Rua da Cascata,141,41,3.16,12.27,0.85
Rua das Aguas,16,27,0.84,16.98,0.35
Rua das Laranjeiras,35,96,2.17,1.14,0.81
Rua das Oliveiras,25,87,1.39,23.71,0.24
Rua da Montanha,38,78,1.66,2.27,0.93
Rua da Montanha,83,43,4.69,6.34,0.22
Rua do Sol,65,68,4.08,14.18,0.92
Rua das Violetas,51,0,0.97,16.45,0.37
Rua das Nuvens,77,114,3.44,18.83,0.19
Rua das Margaridas,24,135,1.7,11.17,0.68
Rua do Campo,90,75,2.52,15.63,0.59
Rua dos Cravos,16,75,4.01,22.27,0.16
Rua da Aurora,99,20,3.79,16.96,0.59
Rua da Colina,99,90,3.79,24.79,0.55
Rua dos Ipes,138,47,4.83,18.38,0.99
Rua das Laranjeiras,58,74,0.93,28.01,0.91
Rua do Campo,23,88,2.71,13.34,0.28
Rua dos Lirios,100,58,0.64,15.37,0.51
Rua das Laranjeiras,13,54,1.41,22.95,0.38
Rua dos Passaros,43,145,1.63,18.54,0.65
Rua da Montanha,100,65,2.78,14.57,0.93
Rua da Montanha,97,38,3.46,29.73,0.41
Rua da Lua,119,82,4.08,17.38,0.57
Rua dos Pinheiros,61,139,3.67,8.96,0.49
Rua dos Cedros,70,65,1.72,14.48,0.82
Rua das Flores,32,53,1.99,6.09,0.98
Rua das Margaridas,7,115,4.38,14.9,0.17
Rua do Sol,67,157,4.0,21.62,0.84
Rua das Aguas,142,66,2.44,29.78,0.37
Rua das Rosas,122,48,1.53,1.36,0.75
Rua dos Jacarandas,7,119,2.85,7.04,0.31
Rua da Montanha,31,38,4.74,2.4,0.65
Rua dos Lirios,80,46,0.52,4.59,0.31
Rua do Campo,96,46,0.81,13.9,0.44
Rua das Oliveiras,149,69,0.74,5.37,0.81
Rua das Orquideas,111,88,1.79,28.5,0.75
Rua das Nuvens,98,60,4.55,9.04,0.56
Rua das Flores,48,22,2.43,11.14,0.34
Rua da Aurora,109,18,0.52,8.49,0.42
Rua dos Pinheiros,137,155,4.64,1.08,0.57
Rua do Campo,68,72,0.97,2.33,0.82
Rua das Violetas,17,94,4.91,24.73,0.5
Rua das Rosas,114,133,2.23,14.87,0.15
Rua das Palmeiras,14,19,1.13,18.48,0.17
Rua da Cascata,51,134,4.24,28.19,0.67
Rua das Violetas,49,2,3.75,10.76,0.62
Rua das Acacias,62,127,1.11,2.24,0.21
Rua dos Girassois,45,97,1.08,20.03,0.3
Rua da Aurora,116,68,1.46,6.63,0.21
Rua do Sol,101,21,0.98,7.41,0.74
Rua das Aguas,7,120,3.85,20.0,0.66
Rua dos Lirios,67,105,1.25,23.14,0.3
Rua da Colina,54,42,2.48,26.69,0.68
Rua da Aurora,5,42,2.86,6.92,0.49
Rua do Sol,91,141,0.85,19.75,0.65
Rua da Colina,82,123,3.76,23.94,0.79
Rua dos Ipes,131,28,4.0,1.37,0.42
Rua dos Lirios,20,152,3.82,23.12,0.99
Rua dos Girassois,130,81,3.66,3.11,0.18
Rua das Orquideas,88,12,1.31,10.17,0.96
Rua das Oliveiras,87,93,2.85,28.12,0.3
Rua das Margaridas,24,138,1.1,2.69,0.57
Rua das Margaridas,14,133,3.56,4.2,0.4
Rua das Violetas,63,2,3.01,16.87,0.66
Rua das Laranjeiras,139,110,4.05,14.51,0.34
Rua da Aurora,149,104,0.75,3.73,0.66
Rua das Orquideas,65,136,3.02,11.46,0.77
Rua dos Cedros,16,0,2.99,1.64,0.69
Rua das Palmeiras,71,26,4.54,22.86,0.38
Rua dos Cravos,30,103,2.35,22.54,1.0
Rua das Laranjeiras,132,61,3.75,15.77,0.51
Rua dos Cedros,144,76,3.66,25.29,0.58
Rua das Oliveiras,60,5,1.17,16.42,0.75
Rua da Cascata,81,48,1.59,26.82,0.84
Rua das Laranjeiras,113,72,1.28,29.22,0.1
Rua das Rosas,117,28,3.32,7.31,0.79
Rua das Flores,75,151,2.26,27.08,0.65
Rua da Montanha,62,43,2.2,13.27,0.5
Rua dos Lirios,82,102,0.51,13.69,0.67
Rua da Aurora,133,48,4.29,22.71,0.24
Rua dos Jacarandas,135,66,3.09,5.35,0.72
Rua das Aguas,59,140,3.76,11.85,0.71
Rua dos Girassois,136,85,0.99,25.53,0.84
Rua dos Cravos,53,80,4.45,21.51,0.72
Rua da Cascata,17,35,4.48,21.08,0.93
Rua das Rosas,92,64,1.11,5.06,0.77
Rua da Colina,110,83,4.85,9.12,0.94
Rua da Cascata,49,91,1.04,18.09,0.34
Rua das Acacias,156,137,4.0,25.99,0.63
Rua das Orquideas,76,127,2.66,17.46,0.17
Rua dos Lirios,74,54,2.41,17.95,0.22
Rua das Laranjeiras,148,143,4.9,13.44,0.57
Rua da Montanha,3,8,1.08,18.75,0.95
Rua das Rosas,59,62,4.09,29.03,0.64
Rua das Violetas,146,126,1.28,26.62,0.11
Rua dos Passaros,42,2,2.34,22.7,0.35
Rua dos Lirios,46,40,2.73,3.21,0.72
Rua dos Cedros,95,97,3.13,26.61,0.41
Rua da Lua,11,31,4.25,18.58,0.86
Rua das Laranjeiras,88,15,3.57,7.9,0.97
Rua das Aguas,144,59,2.1,3.06,0.77
Rua das Laranjeiras,67,49,1.07,20.33,0.83
Rua das Acacias,73,81,4.36,2.8,0.19
Rua das Rosas,59,106,2.76,23.28,0.86
Rua das Palmeiras,95,144,1.17,12.33,0.99
Rua da Montanha,119,45,3.51,13.74,0.69
Rua das Laranjeiras,30,90,4.58,1.28,0.55
Rua do Sol,99,13,1.7,29.27,0.49
Rua dos Pinheiros,47,122,4.17,12.26,0.66
Rua da Cascata,120,57,4.97,2.82,0.21
Rua da Aurora,153,119,2.86,16.21,0.89
Rua dos Jacarandas,154,118,4.78,18.7,0.73
Rua da Montanha,124,34,2.39,23.55,0.87
Rua da Cascata,103,102,0.63,1.48,0.94
Rua das Rosas,33,71,2.96,12.1,0.35
Rua da Lua,146,62,0.68,13.06,0.73
Rua dos Jacarandas,77,119,3.08,13.85,0.33
Rua dos Jacarandas,157,136,3.4,2.78,0.64
Rua dos Pinheiros,100,59,2.59,12.03,0.42
Rua das Margaridas,17,113,1.02,2.2,0.85
Rua dos Jacarandas,132,16,1.89,12.54,0.29
Rua dos Lirios,72,109,1.11,27.49,0.14
Rua do Campo,15,104,4.19,1.44,0.15
Rua do Campo,12,8,3.67,20.63,0.38
Rua dos Cedros,153,38,3.85,20.82,0.13
Rua do Sol,129,47,2.62,9.78,0.29
Rua das Palmeiras,66,100,4.06,23.33,0.47
Rua da Aurora,16,124,4.1,23.78,0.45
Rua dos Lirios,47,113,3.16,4.17,0.86
Rua das Laranjeiras,103,76,1.52,17.01,0.46
Rua da Colina,58,59,2.81,2.59,0.72
Rua da Cascata,32,39,3.9,8.64,0.12
Rua da Montanha,106,121,3.55,3.01,0.37
Rua das Acacias,102,57,4.46,10.05,0.97
Rua das Aguas,84,91,1.01,15.95,0.91
Rua das Palmeiras,25,131,3.5,12.85,0.41
Rua dos Ipes,147,53,2.56,21.54,0.46
Rua dos Cravos,42,82,1.0,12.42,0.35
Rua da Colina,97,54,2.88,20.92,0.18
Rua da Cascata,132,63,4.95,15.07,0.16
Rua das Aguas,64,140,2.11,10.8,0.27
Rua das Margaridas,49,101,4.06,22.73,0.52
Rua das Oliveiras,5,24,1.84,5.6,0.56
Rua da Colina,92,6,3.52,3.99,0.13
Rua da Montanha,31,65,3.42,12.92,0.86
Rua dos Cravos,116,24,4.46,8.31,0.33
Rua dos Ipes,100,89,1.25,9.5,0.78
Rua do Sol,98,3,0.69,10.29,0.74
Rua da Colina,6,34,2.65,7.9,0.65
Rua das Nuvens,64,54,2.42,19.16,0.31
Rua da Lua,13,66,0.91,6.09,0.48
Rua das Aguas,49,27,3.49,26.67,0.81
Rua das Laranjeiras,71,150,2.84,16.53,0.64
Rua dos Ipes,57,8,4.8,25.24,0.66
Rua dos Jacarandas,42,80,3.95,2.85,0.79
Rua da Aurora,80,115,1.89,19.78,0.32
Rua das Acacias,21,89,3.61,1.79,0.2
Rua da Montanha,66,74,3.02,25.86,0.25
Rua das Nuvens,106,101,1.99,3.18,0.86
Rua das Orquideas,156,109,4.1,25.89,0.1
Rua das Orquideas,133,130,2.04,21.02,0.82
Rua do Campo,72,0,1.21,10.79,0.76
Rua das Oliveiras,127,62,1.86,7.25,0.42
Rua da Montanha,101,44,2.79,22.38,0.12
Rua dos Pinheiros,12,145,3.15,1.04,0.53
Rua do Sol,58,76,3.36,6.23,0.51
Rua da Montanha,43,81,1.79,16.81,0.55
Rua dos Ipes,1,53,4.28,20.69,0.67
Rua dos Cravos,62,113,1.74,9.6,0.52
Rua das Acacias,110,124,4.08,27.29,0.69
Rua do Campo,27,90,3.24,17.93,0.14
Rua dos Girassois,42,133,2.08,21.58,0.98
Rua da Montanha,117,52,1.85,25.71,0.67
Rua das Aguas,32,47,2.73,18.08,0.49
Rua dos Girassois,53,124,0.94,9.24,0.39
Rua das Nuvens,30,109,0.88,8.62,0.82
Rua das Violetas,25,134,2.85,16.34,0.22
Rua das Nuvens,32,111,0.5,28.3,0.99
Rua dos Cedros,127,12,2.64,15.66,0.7
Rua das Flores,3,46,2.68,9.74,0.93
Rua das Flores,30,92,0.98,29.65,0.74
Rua dos Lirios,10,128,3.82,4.96,0.39
Rua da Cascata,82,12,2.62,9.0,0.76
Rua dos Lirios,16,36,4.68,6.88,0.88
Rua das Margaridas,2,22,1.06,21.48,0.37
Rua dos Lirios,8,38,1.82,28.77,0.18
Rua da Colina,53,22,0.76,16.03,0.72
Rua das Palmeiras,8,139,0.83,11.94,0.63
Rua das Laranjeiras,16,11,4.12,17.52,0.32
Rua da Cascata,125,81,3.26,27.56,0.1
Rua da Aurora,78,0,3.31,20.23,0.52
Rua dos Cravos,97,1,4.41,16.23,0.17
Rua das Orquideas,53,57,1.26,4.95,0.73
Rua dos Girassois,127,99,1.38,22.6,0.12
Rua dos Lirios,115,36,3.14,2.79,0.53
Rua da Aurora,89,52,0.87,19.0,0.95
Rua das Margaridas,25,84,3.92,24.72,0.35
Rua da Colina,83,132,4.34,1.95,0.14
Rua das Orquideas,70,148,2.61,22.8,0.76
Rua das Flores,9,10,2.09,13.06,0.51
Rua dos Passaros,108,17,0.88,10.06,0.69
Rua dos Lirios,14,102,4.74,27.67,0.84
Rua das Palmeiras,149,57,1.19,12.45,0.31
Rua das Margaridas,155,54,3.95,4.22,0.62
Rua da Colina,86,95,4.0,22.15,0.26
Rua das Margaridas,152,132,3.4,17.25,0.31
Rua do Sol,12,61,4.43,8.53,0.94
Rua dos Passaros,115,104,4.81,26.93,0.32
Rua da Montanha,27,97,2.45,18.21,0.69
Rua das Palmeiras,32,42,1.64,17.55,0.62
Rua da Aurora,7,100,1.33,12.12,0.45
Rua da Lua,56,131,3.69,19.3,0.8
Rua dos Lirios,47,21,4.23,29.65,0.12
Rua das Acacias,85,39,4.52,18.77,0.63
Rua dos Passaros,79,140,3.97,16.74,0.13
Rua do Sol,105,47,3.49,27.38,0.33
Rua da Colina,96,100,1.33,21.53,0.17
Rua dos Girassois,117,55,3.2,1.13,0.44
Rua dos Cravos,76,130,3.93,25.99,0.21
Rua das Nuvens,74,98,4.97,9.7,0.19
Rua dos Passaros,17,131,4.88,7.38,0.4
Rua dos Passaros,75,74,3.18,28.07,0.77
Rua da Aurora,76,128,1.27,28.72,0.52
Rua das Orquideas,23,143,2.84,9.31,0.23
Rua do Sol,35,88,0.87,21.72,0.77
Rua dos Ipes,81,87,4.56,27.56,0.64
Rua da Aurora,42,13,3.71,3.71,0.39
Rua das Nuvens,123,52,4.63,6.96,0.24
Rua das Aguas,68,56,1.13,17.51,0.16
Rua da Colina,130,137,2.27,12.05,0.81
Rua da Colina,7,27,0.6,21.64,0.11
Rua das Acacias,106,153,2.21,13.73,0.43
Rua dos Passaros,153,2,4.41,20.89,0.78
Rua das Laranjeiras,51,52,4.72,9.56,0.44
Rua do Sol,126,115,4.35,3.06,0.87
Rua das Palmeiras,0,70,1.54,3.97,0.83
Rua das Oliveiras,114,72,0.56,7.79,0.16
Rua das Flores,16,6,3.93,12.74,0.53
Rua da Cascata,50,28,3.89,23.68,0.94
Rua do Sol,130,146,4.03,7.43,0.98
Rua das Laranjeiras,117,39,4.65,9.39,0.93
Rua dos Cravos,21,137,2.34,22.23,0.2
Rua das Orquideas,87,82,1.82,1.86,0.89
Rua das Laranjeiras,20,70,4.92,19.98,0.18
Rua dos Girassois,67,64,2.56,8.34,0.38
Rua das Margaridas,124,36,1.98,8.35,0.37
Rua da Cascata,137,98,4.56,5.06,0.34
Rua do Campo,61,14,0.92,24.65,0.19
Rua das Orquideas,140,146,2.17,28.37,0.52
Rua dos Lirios,152,27,1.44,21.71,0.46
Rua dos Jacarandas,92,26,0.54,3.6,0.87
Rua da Lua,40,116,1.4,14.82,0.35
Rua das Rosas,110,153,1.87,14.32,0.69
Rua das Margaridas,153,46,4.99,1.15,0.63
Rua das Violetas,28,7,3.5,5.31,0.42
Rua dos Lirios,69,136,3.47,10.39,0.25
Rua do Sol,38,35,1.33,23.94,0.86
Rua dos Lirios,125,54,4.25,9.02,0.41
Rua das Orquideas,45,112,4.47,3.71,0.21
Rua das Flores,123,21,4.28,29.91,0.3
Rua das Nuvens,103,69,1.39,23.35,0.56
Rua das Acacias,30,96,2.76,27.45,0.79
Rua das Orquideas,128,145,3.34,10.41,0.72
Rua dos Girassois,19,16,1.6,23.95,0.69
Rua dos Girassois,25,9,4.51,27.14,0.7
Rua dos Girassois,52,82,3.72,12.81,0.26
Rua da Lua,53,32,1.43,28.54,0.63
Rua dos Cedros,41,129,2.29,8.08,0.86
Rua das Rosas,41,35,3.5,28.89,0.25
Rua das Violetas,34,114,0.62,24.3,0.88
Rua das Margaridas,76,30,2.72,12.62,0.31
Rua dos Girassois,32,5,2.93,6.01,0.87
Rua das Aguas,23,112,2.26,20.45,0.25
Rua das Margaridas,53,111,1.42,2.81,0.76
Rua dos Jacarandas,62,20,3.52,2.04,0.47
Rua das Palmeiras,51,132,4.9,15.21,0.55
Rua dos Jacarandas,8,131,0.92,6.96,0.71
Rua do Campo,84,118,3.57,15.72,0.8
Rua dos Girassois,72,155,1.75,8.53,0.49
Rua dos Passaros,138,90,1.93,19.36,0.37
Rua das Palmeiras,19,96,1.19,3.32,0.22
Rua das Palmeiras,134,21,4.71,6.61,1.0
Rua dos Jacarandas,148,142,3.6,28.68,0.51
Rua dos Girassois,64,0,4.6,16.64,0.65
Rua dos Cedros,29,42,4.2,17.79,0.81
Rua do Sol,131,23,1.37,21.14,0.21
Rua da Aurora,69,12,2.94,4.78,0.35
Rua das Nuvens,121,51,3.85,20.03,0.76
Rua dos Ipes,41,53,4.34,4.74,0.32
Rua das Nuvens,6,22,1.5,9.78,0.12
Rua da Lua,38,81,2.25,20.98,0.1
Rua da Montanha,96,125,1.03,8.46,0.96
Rua dos Cravos,143,153,0.71,15.28,0.89
Rua das Laranjeiras,121,42,1.67,11.26,0.35
Rua dos Passaros,46,121,4.39,29.27,0.5
Rua das Orquideas,14,133,2.81,25.41,0.84
Rua dos Lirios,118,146,2.31,4.92,0.37
Rua das Margaridas,22,11,4.25,1.37,0.7
Rua das Oliveiras,124,4,1.42,10.61,0.46
Rua dos Girassois,50,133,3.31,1.9,0.99
Rua das Acacias,117,92,4.32,8.67,0.86
Rua das Laranjeiras,79,39,3.75,17.39,0.24
Rua das Nuvens,29,31,1.96,11.01,0.19
Rua das Palmeiras,83,93,4.34,11.24,0.4
Rua dos Ipes,41,136,3.77,12.72,0.77
Rua dos Pinheiros,115,84,2.07,6.05,0.46
Rua dos Cravos,151,147,0.66,2.15,0.41
Rua das Nuvens,34,17,1.56,13.81,0.72
Rua das Rosas,77,109,4.25,29.61,0.88
Rua das Flores,120,135,2.38,26.74,0.37
Rua dos Girassois,36,126,0.59,1.72,0.99
Rua do Sol,19,54,4.83,3.05,0.91
Rua das Palmeiras,27,75,4.55,10.67,0.75
Rua das Laranjeiras,69,50,3.04,25.72,0.32
Rua das Aguas,39,74,4.35,23.26,0.72
Rua da Aurora,36,97,4.37,4.06,0.11
Rua dos Ipes,144,139,1.74,24.29,0.24
Rua dos Jacarandas,62,42,0.79,27.0,0.8
Rua dos Pinheiros,58,12,3.27,12.05,0.16
Rua do Sol,68,122,2.76,6.56,0.68
Rua do Sol,124,60,2.38,5.52,0.87
Rua dos Cedros,46,21,3.14,12.19,0.64
Rua das Flores,105,137,4.03,19.18,0.72
Rua do Campo,135,69,0.78,20.95,0.87
Rua do Campo,123,141,2.03,22.31,0.41
Rua da Cascata,17,118,0.76,7.71,0.9
Rua das Flores,139,114,4.35,1.86,0.24
Rua do Campo,155,28,1.67,5.6,0.23
Rua dos Jacarandas,18,74,1.46,8.18,0.73
Rua da Aurora,28,48,4.82,29.42,0.12
Rua dos Lirios,89,4,0.56,15.8,0.49
Rua dos Cravos,37,132,4.74,8.27,0.15
Rua do Campo,100,34,3.32,12.04,0.96
Rua das Flores,18,102,2.65,22.74,0.87
Rua dos Jacarandas,79,23,2.31,2.28,0.84
Rua do Sol,27,93,3.03,3.04,0.84
Rua das Margaridas,56,31,0.66,5.47,0.32
Rua da Montanha,44,94,2.92,10.35,0.58
Rua dos Passaros,25,136,1.6,26.58,0.33
Rua dos Cedros,93,14,1.86,19.5,0.75
Rua da Montanha,5,33,2.71,20.35,0.82
Rua da Cascata,100,38,1.59,9.64,0.86
Rua das Oliveiras,124,101,2.11,4.45,0.11
Rua das Violetas,105,81,1.67,26.71,0.13
Rua das Flores,116,0,1.04,14.1,0.97
Rua do Sol,155,46,3.89,19.57,0.31
Rua das Acacias,156,136,3.92,26.72,0.22
Rua das Violetas,45,101,1.49,27.4,0.57
Rua dos Jacarandas,67,39,4.82,26.25,0.74
Rua das Aguas,19,115,3.65,26.36,0.69
Rua dos Cravos,149,131,4.41,22.0,0.82
Rua dos Cedros,124,144,2.82,12.18,0.79
Rua da Montanha,120,39,2.33,25.55,0.69
Rua dos Jacarandas,155,136,2.09,2.69,0.83
Rua das Nuvens,33,56,1.65,14.71,0.57
Rua do Sol,2,113,1.26,20.0,0.51
Rua do Sol,122,1,4.74,6.67,0.35
Rua da Cascata,155,90,3.15,14.87,0.69
Rua das Oliveiras,119,137,0.7,19.33,0.56
Rua dos Girassois,61,27,0.59,24.39,0.45
Rua das Acacias,109,27,4.12,22.28,0.62
Rua das Nuvens,95,9,4.75,4.53,0.75
Rua do Sol,131,5,4.0,26.72,0.26
Rua das Violetas,103,141,4.16,13.04,0.48
Rua das Margaridas,30,102,3.09,22.57,0.16
Rua das Oliveiras,116,93,3.12,6.37,0.87
Rua das Nuvens,95,29,0.53,7.26,0.45
Rua dos Cravos,117,84,3.71,9.4,0.65
Rua do Sol,68,61,3.72,22.49,0.18
Rua das Nuvens,30,74,1.07,19.95,0.46
Rua das Orquideas,41,26,1.13,6.32,0.78
Rua das Oliveiras,31,10,2.0,27.42,0.57
Rua da Aurora,65,35,3.73,12.19,0.49
Rua das Rosas,105,121,4.03,6.95,0.62
Rua dos Lirios,71,150,0.51,15.05,0.93
Rua dos Pinheiros,72,60,2.62,3.41,0.16
Rua das Margaridas,116,130,1.95,22.05,0.23
Rua da Aurora,142,69,0.77,8.92,0.14
Rua dos Cedros,73,23,1.74,4.99,0.74
Rua do Sol,127,47,4.72,6.66,0.39
Rua dos Cedros,149,43,3.96,7.92,0.38
Rua das Violetas,20,81,1.29,18.01,0.33
Rua dos Cedros,35,55,1.0,14.15,0.42
Rua da Cascata,53,110,2.27,2.1,0.33
Rua da Aurora,126,116,4.79,14.87,0.69
Rua das Acacias,10,25,2.83,19.86,0.31
Rua dos Ipes,14,48,2.05,23.13,0.28
Rua das Orquideas,119,16,1.87,14.1,0.41
Rua das Violetas,60,107,3.39,28.7,0.42
Rua do Sol,44,60,1.87,21.01,0.47
Rua dos Passaros,110,142,2.68,3.68,0.18
Rua da Cascata,154,136,2.49,27.62,0.92
Rua do Sol,102,148,1.6,10.47,0.56
Rua das Acacias,35,137,1.11,11.86,0.5
Rua da Lua,153,104,4.19,5.05,0.54
Rua das Orquideas,76,119,1.22,8.01,0.78
Rua dos Girassois,152,105,3.5,27.0,0.63
Rua das Nuvens,24,87,2.17,9.83,0.93
Rua dos Passaros,80,6,2.71,12.41,0.11
Rua do Campo,109,127,1.06,24.69,0.59
Rua do Sol,13,146,3.78,20.4,0.79
Rua da Colina,130,110,2.34,26.06,0.96
Rua dos Cravos,8,121,2.94,6.87,0.52
Rua das Rosas,13,87,2.08,5.59,0.83
Rua dos Lirios,126,81,1.25,29.14,0.72
Rua do Sol,40,13,2.82,29.56,0.67
Rua das Palmeiras,17,150,4.65,1.81,0.47
Rua dos Lirios,102,6,4.73,1.04,0.82
Rua dos Jacarandas,106,110,3.41,16.07,0.4
Rua das Nuvens,36,76,4.06,7.6,0.86
Rua da Aurora,138,73,1.46,19.29,0.42
Rua dos Ipes,79,108,2.39,21.28,0.58
Rua das Violetas,151,81,0.5,18.0,0.44
Rua das Orquideas,31,107,4.0,14.19,0.28
Rua das Orquideas,61,13,3.64,1.73,0.76
Rua dos Jacarandas,30,20,1.3,10.77,0.46
Rua da Montanha,70,1,2.31,27.37,0.23
Rua das Palmeiras,116,136,1.14,26.12,0.92
Rua das Rosas,140,4,4.79,1.75,0.39
Rua dos Pinheiros,19,43,4.56,12.98,0.74
Rua das Nuvens,105,126,1.57,10.91,0.35
Rua da Cascata,78,76,2.39,2.58,0.81
Rua dos Girassois,88,82,2.62,16.73,0.49
Rua da Cascata,62,96,1.75,7.92,0.53
Rua dos Girassois,119,33,4.82,26.97,0.38
Rua das Acacias,2,146,3.0,5.27,0.34
Rua das Nuvens,133,12,1.13,16.04,0.75
Rua dos Jacarandas,109,139,4.87,28.16,0.63
Rua dos Girassois,81,46,1.12,25.72,0.44
Rua das Orquideas,29,78,1.85,6.55,0.79
Rua das Nuvens,98,102,0.51,2.3,0.3
Rua da Aurora,47,78,4.79,16.31,0.72
Rua dos Cedros,65,18,1.18,7.71,0.54
Rua da Montanha,147,36,0.54,28.27,0.76
Rua das Laranjeiras,73,80,2.61,10.42,0.42
Rua das Rosas,67,151,2.88,22.19,0.51
Rua das Laranjeiras,10,40,0.76,27.7,0.4
Rua da Colina,104,67,1.46,19.24,0.97
Rua das Acacias,9,104,1.31,5.18,0.26
Rua da Colina,107,16,4.55,22.32,0.65
Rua dos Pinheiros,110,154,4.78,3.83,0.82
Rua das Violetas,83,56,0.99,26.21,0.69
Rua das Rosas,142,138,1.83,23.16,0.36
Rua das Oliveiras,153,129,2.51,21.61,0.62
Rua da Colina,54,140,2.29,21.06,0.11
Rua do Campo,70,144,4.6,1.91,0.16
Rua dos Jacarandas,101,36,1.82,16.01,0.54
Rua dos Pinheiros,28,132,3.46,2.78,0.75
Rua das Rosas,102,147,4.16,20.55,0.98
Rua da Colina,96,93,4.1,23.35,0.76
Rua dos Cravos,45,77,3.33,22.13,0.48
Rua das Orquideas,56,32,4.43,20.36,0.1
Rua do Sol,32,37,2.82,1.87,0.86
Rua das Margaridas,63,15,2.62,17.33,0.8
Rua das Aguas,110,66,3.96,20.46,1.0
Rua da Montanha,3,77,4.72,9.31,0.33
Rua das Flores,104,53,4.54,5.39,0.14
Rua da Lua,33,108,4.35,23.44,0.16
Rua dos Cedros,14,62,0.76,14.91,0.88
Rua das Acacias,21,74,4.85,24.08,0.89
Rua da Aurora,137,57,3.73,19.0,0.65
Rua da Montanha,7,102,4.27,1.1,0.51
Rua do Sol,155,132,2.58,15.2,0.2
Rua das Aguas,108,93,1.06,21.05,0.18
Rua da Cascata,115,14,0.74,24.85,0.96
Rua dos Jacarandas,129,47,1.9,1.91,0.69
Rua das Violetas,34,105,0.69,16.2,0.78
Rua da Montanha,146,8,2.75,13.85,0.64
Rua da Cascata,102,19,2.49,12.71,0.37
Rua das Rosas,117,48,1.74,23.83,0.32
Rua da Colina,70,132,1.38,12.52,0.42
Rua das Flores,12,16,2.12,10.81,0.43
Rua da Montanha,155,77,3.82,19.24,0.65
Rua dos Lirios,73,87,1.35,26.64,0.28
Rua das Laranjeiras,24,41,3.34,11.14,0.34
Rua dos Lirios,123,148,4.4,7.37,0.94
Rua da Aurora,101,102,2.67,15.74,0.71
Rua das Oliveiras,18,25,0.9,10.5,0.21
Rua das Margaridas,44,155,4.42,4.72,0.97
Rua das Acacias,107,117,4.94,12.31,0.73
Rua das Flores,13,147,3.79,19.28,0.67
Rua dos Passaros,127,100,4.06,8.06,0.34
Rua da Montanha,37,131,1.56,18.58,0.65
Rua do Sol,19,83,2.44,4.75,0.75
Rua das Flores,27,82,0.91,18.61,0.76
Rua da Lua,71,95,1.51,13.0,0.66
Rua do Campo,75,105,0.82,4.67,0.92
Rua das Acacias,107,36,4.39,9.34,0.62
Rua das Oliveiras,32,146,4.08,4.1,0.58
Rua dos Ipes,6,36,1.3,18.58,0.89
Rua das Violetas,72,76,1.97,11.22,0.62
Rua dos Lirios,97,3,2.12,27.62,0.36
Rua dos Girassois,69,124,4.68,28.56,0.97
Rua das Laranjeiras,21,56,2.29,6.6,0.58
Rua dos Lirios,39,32,0.59,1.3,0.14
Rua das Nuvens,126,90,1.63,21.68,0.27
Rua dos Lirios,41,141,3.0,15.73,0.22
Rua da Cascata,10,140,4.14,1.34,0.69
Rua da Colina,74,54,2.7,8.81,0.86
Rua do Sol,120,32,1.58,5.72,0.25
